time,x,y,theta,theta_degree,v,omega
0.133758544921875,0.0011067477753385901,-7.501553045585752e-05,-1.1332132763832972,-64.92833802495501,0.08943836647059063,0.03092362431270873
0.16721796989440918,0.0011067477753385901,-7.501553045585752e-05,-1.1331551730380127,-64.92500894849462,0.08943591655312741,-0.07375626358991658
0.20036649703979492,0.0011067477753385901,-7.501553045585752e-05,-1.1331551730380127,-64.92500894849462,0.0894329523006337,-0.07304968071611222
0.2337203025817871,0.0011067477753385901,-7.501553045585752e-05,-1.133194195079014,-64.927244746752,0.08942943015010942,-0.07189733229306967
0.26705026626586914,0.0011067477753385901,-7.501553045585752e-05,-1.1332190638622996,-64.92866962307588,0.08942536992247803,-0.07001932135079737
0.300250768661499,0.0011603944003582,-0.00018963580077979714,-1.1328676917176643,-64.90853748214981,0.08942078824519308,-0.062387298554407784
0.33358263969421387,0.0017632138915359974,-0.0014724557986482978,-1.130138679373701,-64.7521765926016,0.0894156491188604,-0.010995877842917242
0.3668358325958252,0.002540638204663992,-0.0031206796411424875,-1.1299918437337906,-64.74376353015263,0.08940998369623765,0.05229768824562761
0.40027856826782227,0.0035765585489571095,-0.005318615585565567,-1.130726159463071,-64.78583672227049,0.08940374363488512,0.10167191532025645
0.4337742328643799,0.004707769025117159,-0.007723468821495771,-1.13151205926693,-64.83086546415177,0.08939694857546453,0.11219701471699306
0.4670560359954834,0.006169563625007868,-0.010839919559657574,-1.1329034405924145,-64.91058574179534,0.08938965662279111,0.1334183043280178
0.5003058910369873,0.0074561298824846745,-0.013591252267360687,-1.1338771266239391,-64.96637384197254,0.08938183396322019,0.1275077153457522
0.5337076187133789,0.0074561298824846745,-0.013591252267360687,-1.1338771266239391,-64.96637384197254,0.08937343450754659,-0.05189776270881306
0.567068338394165,0.009595991112291813,-0.018178869038820267,-1.1348288788172536,-65.02090522579178,0.08936450414042357,0.16945974140055917
0.6003468036651611,0.010912449099123478,-0.021000046283006668,-1.13356239936091,-64.94834129810327,0.08935505698039715,0.13174016535646502
0.6336760520935059,0.010912449099123478,-0.021000046283006668,-1.13356239936091,-64.94834129810327,0.08934505611053543,-0.04694884512933477
0.6671383380889893,0.013595080003142357,-0.02670295536518097,-1.1283810834457737,-64.65147376384199,0.0893344724719766,0.17906386503568186
0.7003951072692871,0.013595080003142357,-0.02670295536518097,-1.1283810834457737,-64.65147376384199,0.0893234150013284,-0.04663800606391317
0.7337155342102051,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08931179774796569,0.1659765476040687
0.7671551704406738,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08929959700887244,-0.049760446098216275
0.8003988265991211,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08928692975729696,-0.036920017489756714
0.8337876796722412,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08927366733905111,-0.021165011072313285
0.8670904636383057,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08925990030168456,-0.007308915246932442
0.9003074169158936,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08924563283719025,-0.0018183450531638061
0.9337711334228516,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.08923071831646943,-0.0010491593509276054
0.967219352722168,0.016670620068907738,-0.03314395248889923,-1.121964741951971,-64.28384447633243,0.0892152681479643,0.007275524026060494
1.000438928604126,0.02599983476102352,-0.05202281475067139,-1.1014865418837474,-63.11053004039871,0.08919938685233825,0.15707473549754264
1.033724308013916,0.028226930648088455,-0.056370560079813004,-1.0933206890349678,-62.64266113603876,0.08918293775191108,0.04821747331198792
1.0671963691711426,0.028226930648088455,-0.056370560079813004,-1.0933206890349678,-62.64266113603876,0.08916585514485632,-0.04522287281292362
1.1004729270935059,0.03135032579302788,-0.06233483925461769,-1.0836356691074078,-62.08775036968947,0.08914833444907007,-0.00285096714521917
1.1337897777557373,0.03135032579302788,-0.06233483925461769,-1.0836356691074078,-62.08775036968947,0.08913025543397374,-0.04923676630875734
1.1670382022857666,0.0327642560005188,-0.06499430537223816,-1.0806515474465184,-61.91677279296694,0.08911167793798043,0.028301669399703536
1.2003631591796875,0.03536204621195793,-0.06983353197574615,-1.0756066837725375,-61.62772339622897,0.08909252093855873,-0.025000230758701714
1.233797311782837,0.03682957589626312,-0.07255042344331741,-1.0754879022691473,-61.62091771740049,0.08907276134021627,0.013884245237936627
1.2670843601226807,0.03682957589626312,-0.07255042344331741,-1.0754879022691473,-61.62091771740049,0.08905255171260243,-0.050572985545243504
1.3003225326538086,0.03967054933309555,-0.07780489325523376,-1.075226113105216,-61.60591830318498,0.08903183733739811,-0.04522245039253953
1.3338234424591064,0.03967054933309555,-0.07780489325523376,-1.075226113105216,-61.60591830318498,0.08901041903395772,-0.05195615381973495
1.3671598434448242,0.04109056666493416,-0.08043238520622253,-1.0754097437855665,-61.61643956615817,0.08898856777504272,0.016301264998491046
1.4004201889038086,0.0432291217148304,-0.08439777791500092,-1.076992376423501,-61.70711773683147,0.0889662315955205,-0.010887621849132929
1.4336750507354736,0.0432291217148304,-0.08439777791500092,-1.076992376423501,-61.70711773683147,0.08894336527047444,-0.04917546446240732
1.466951847076416,0.04643114283680916,-0.0903489887714386,-1.0771869240126846,-61.71826449260614,0.08891994975809825,-0.04968707115099113
1.5002262592315674,0.04643114283680916,-0.0903489887714386,-1.0771869240126846,-61.71826449260614,0.08889600191202895,-0.05309309845910063
