time,x,y,theta,theta_degree,v,omega
75.234,0.1828475280668749,0.2974393693750528,-2.117937044652267,-121.34885393298549,0.08680378403072245,0.020219164583211123
75.267,0.1813632287010263,0.2950003925809602,-2.1172123545141237,-121.30733224661512,0.08685582099316959,0.020564452755476675
75.3,0.1798398270359474,0.292492975751975,-2.11639579018456,-121.26054655683018,0.08690735133861496,0.020856186019312533
75.334,0.17837525476500976,0.29007734323397055,-2.115319133657324,-121.19885868183434,0.08695991283629208,0.019477004062657552
75.368,0.17693356939298266,0.2876920523071554,-2.113791494161755,-121.11133138612075,0.08701193554175082,0.018936309677234996
75.4,0.17544025410242903,0.28521321347474693,-2.112489347603265,-121.03672388401179,0.08706040545420622,0.02020687188331057
75.434,0.17395918659933474,0.28274999148512686,-2.11195047752696,-121.00584890293362,0.08711138083976577,0.018878977029263076
75.467,0.17248426238471856,0.2802938063993066,-2.111259093094647,-120.96623549294105,0.0871603403008496,0.019163588988000337
75.5,0.17096274612409107,0.27775633976620756,-2.1106435065699816,-120.93096498315259,0.08720879037548372,0.019528507333716805
75.534,0.16948784510999898,0.2752930378178725,-2.110013766088664,-120.89488351138455,0.08725817539532853,0.01840086113836873
75.567,0.16801393997474146,0.2728278259083633,-2.109368394322098,-120.85790643294342,0.08730558991327798,0.018716755830021668
75.6,0.16649592463163365,0.27028518552608993,-2.108742478477838,-120.82204409673696,0.08735249372692558,0.01904637732098851
75.634,0.16502326880036894,0.2678150390073999,-2.1081263250516167,-120.78674110588194,0.08740028426653752,0.017953282914440667
75.667,0.16355147109064194,0.26534282233349127,-2.1074982983638417,-120.75075782725087,0.08744614989300241,0.018263264203554178
75.701,0.16203558013636318,0.2627929666806118,-2.1068908529496255,-120.7159537687317,0.08749286989809671,0.018114552125590384
75.734,0.16056500911763777,0.2603159417866736,-2.1062932855148344,-120.6817156767437,0.08753769562538627,0.01796730440013911
75.769,0.15909511065195667,0.2578366948186423,-2.1057029885821716,-120.64789415384261,0.08758467768795078,0.016943070165202936
75.802,0.15758142581280662,0.25528012708482783,-2.1051030440066683,-120.6135198617245,0.08762844628619176,0.018134159257532152
75.834,0.15611276074294966,0.2527963699836455,-2.1045598910125434,-120.58239948753125,0.08767039805141613,0.018007702491612543
75.867,0.15464515131041034,0.25031121663708633,-2.1039827309651593,-120.54933065271257,0.08771315458792481,0.017390516265748196
75.9,0.15313454478424296,0.24774992842251015,-2.103417459723185,-120.51694299626733,0.08775539673287469,0.017693558177978474
75.934,0.15167235665859136,0.24526791319023047,-2.102994463809993,-120.49270711569014,0.08779838053087374,0.016642995317463088
75.967,0.15022913301029542,0.2428169169412606,-2.103054590365481,-120.49615211355628,0.08783957713724991,0.016827801579444943
76.001,0.14877012920993143,0.2403411277157415,-2.103808701596693,-120.53935950438813,0.08788148291959164,0.016608450920921912
76.034,0.14739399883413867,0.23801313868555646,-2.1054962673521835,-120.63604989982854,0.08792163245591239,0.016452106218616078
76.067,0.14603021327924434,0.23571631840796878,-2.1075804327860563,-120.7554637829965,0.08796126572051273,0.01668996260309026
76.1,0.144611078128089,0.23333753496176082,-2.1095478929375595,-120.8681909460378,0.08800038235640914,0.017687560372861247
76.134,0.1431979198375762,0.23097735732800065,-2.110763929189085,-120.93786469098514,0.08804014362383551,0.01745485880494952
76.167,0.14173171067422477,0.22853195799365142,-2.1108234010702747,-120.941272178777,0.08807821026855732,0.018634005643643786
76.2,0.14019486932749747,0.22596633408588263,-2.1102213689175526,-120.90677827729485,0.08811575923206762,0.01933489282391675
76.234,0.138704680183597,0.2234751518679871,-2.109606023807863,-120.87152159956563,0.08815390423638125,0.01816544883672596
